NO2 Mean,O3 Mean,SO2 Mean,CO Mean,AirQualityCategory
2.444168901895088,5.4014177087386805,1.0559657986785853,1.5244173373770182,Bad
1.6253391540750337,4.234048147408054,1.0597816587640887,1.2397336399437795,Moderate
1.658989683705011,5.290956322370981,1.0827320575204042,1.2896785478214672,Good
1.9701403595816296,5.077984497754594,1.1095996984065293,1.5993340998594494,Moderate
1.4864138752190772,7.180158387934752,1.0571317621453555,1.0199782028847149,Bad
2.241564643197218,5.563086987158588,1.037310523124757,1.3795786628003843,Bad
1.9325171455777437,4.742814172880536,1.060629624562767,1.4445057245063584,Moderate
1.6799044689640985,3.831768034243766,1.2425184702681695,1.389567164908642,Good
3.2036428947061384,1.098629618333456,1.122425184609405,2.038846172645779,Good
2.0534487666683816,6.667416888402763,1.1192314963078118,1.1798002299578347,Bad
2.017928795418504,1.4141118811985318,1.0445182464049747,1.9889012647680917,Good
1.400418012778936,5.425081244807168,1.0652934224640498,1.3795786628003843,Moderate
1.5697222823058292,4.612664724503855,1.4244073159735715,1.2796888470450098,Bad
2.109883523177346,3.464983225182209,1.1177613587252235,1.1897887320660925,Good
2.293008567827988,4.05903263464552,1.166564878352118,1.7028558802599725,Good
1.9217677111453744,5.2752437344215055,1.167897396035756,1.4794672798875594,Bad
1.7282771174003533,3.902758642449229,1.1165954232413524,1.3645953103038984,Moderate
3.108767039453528,2.8772756433852527,1.142458394092499,2.038846172645779,Moderate
1.5468212516050852,2.3843168600065203,1.0279828993392923,1.4544954252828155,Good
2.5532994671763527,4.868988147197712,1.0012719626894675,1.3795786628003843,Moderate
3.779814863470136,1.5837321077374504,1.0725011457442677,2.103773234351753,Moderate
1.5831591720915876,3.169189024326115,1.0816167990672367,1.0,Good
1.7900865911255024,8.540811711872784,1.3964244166342792,1.11986681997189,Bad
1.9281939852416987,3.294227148912003,1.0036499494753206,1.5144288352687607,Good
1.5159749166533891,3.3978734368919787,1.0368865542168677,1.4045505174051285,Good
1.894893996070722,6.391310749555651,1.3322969296541003,1.419533869901615,Bad
2.67105513366126,5.784009759893987,1.092465237465993,1.7391791227160542,Bad
1.3090474976194746,6.6161143422062825,1.0163233486202876,1.0,Bad
3.293844984666838,5.050440141770873,1.0304162083171395,1.6742508623418806,Bad
2.27030779989177,4.656016322581324,1.4039270796735328,1.419533869901615,Bad
2.1501940635408925,5.5394234510901,1.053633899727944,1.589345597751192,Bad
1.556285457016935,2.226528401501846,1.1165954232413524,1.0,Good
1.4246043369970636,6.036357708528338,1.0151574131364167,1.0,Bad
1.0953431995333696,4.900507977240936,1.0279828993392923,2.198668199718899,Good
3.3555376545702296,1.9505169167990075,1.0912485969685193,3.217536169479963,Good
1.4729769854333186,5.588264989535459,1.159380856587641,1.6193123027441645,Moderate
2.045386658595673,6.12315555882755,1.1200932856587642,1.829079237694972,Bad
2.0265751160905943,3.942134766467192,1.0466381748931208,1.414539019513386,Good
2.109883523177346,3.0390395759494333,1.047804110376992,1.484462130275788,Good
5.029651939015464,1.2642743708128688,1.1557309071123203,4.965593561180624,Bad
3.87992521975533,1.6428909479086693,1.0012166404974738,3.6970034493675215,Moderate
1.6477728404950187,3.0429203958646656,1.005353240575204,1.7042175673348532,Good
2.149726719260133,2.71163089090584,1.297151751263117,1.034961555381201,Moderate
1.6852791861802827,3.413680678985728,1.3008161678973962,1.1348501724683762,Moderate
2.3678709815040406,2.8930828854790027,1.1154294597745822,1.529412187765247,Good
2.155568845253941,4.656016322581324,1.2308589195491644,1.314650402426211,Moderate
4.587638092355598,3.228347864497334,1.209871745044695,2.4034402842814773,Bad
2.738611149026907,3.40582438501099,1.018249719393704,2.038846172645779,Moderate
1.6039251630840845,3.711557271015849,1.284916788184998,1.6542726594571655,Moderate
2.017928795418504,3.323002008771284,1.8759864189661872,1.5244173373770182,Bad
2.222753036195275,6.158650862930282,1.8371550812281383,1.0749167624824312,Bad
4.962350879755508,1.2721306647876065,1.1935483964244074,2.523307104253368,Bad
1.682591795323758,4.119611286980849,1.1247570835600469,1.0749167624824312,Moderate
2.081090316915879,2.171345035390133,1.073773108433735,1.908989651897432,Good
1.773962374980084,5.13326251801058,1.0608323886513795,1.234738789555551,Bad
1.4326664450697726,5.914159208270668,1.0559657986785853,1.804106184422028,Moderate
2.3083649488005618,3.3308583027460217,1.0279828993392923,1.5943392494712207,Good
3.2842639754332303,4.545554936213623,1.2005441212592305,1.9289678547821465,Moderate
1.6557181447459706,3.993437312663673,1.745044694908667,1.4295223720098722,Bad
2.1958793856174874,5.125311569891568,1.2273610571317528,1.6842393644501383,Good
3.4508808541036,2.4276684580839896,1.0437993097551497,1.6243059544641931,Moderate
2.209316210906381,4.746694992795767,1.1877186070734551,1.4944506323840456,Moderate
3.034338625179245,1.1341249224361871,1.521181500194326,2.59323021501577,Good
1.6898360186567072,6.998706393361589,1.0535324897007383,1.764150977320798,Bad
1.9478234769834015,5.030657425617618,1.1842207446560435,1.2297451378355222,Good
1.9029561041434315,3.950085714586204,1.0936818779634667,1.4395120727863295,Good
1.3439832562699714,3.6936676377480726,1.019987793237466,1.4794672798875594,Good
1.6870318239784252,2.313326251801058,1.0356145915274,1.3945620152968707,Good
1.8223350234163396,6.312463847375451,1.1422463956471045,1.0998886170871751,Bad
3.104210206977104,5.807673295962474,1.0443062479595802,1.6892342148383668,Bad
4.087787391847627,3.808104498175278,1.2919954823163622,1.5493891919817622,Bad
3.461630353032833,2.565768854579683,1.108433734939759,2.8479472074560355,Moderate
1.8223350234163396,2.569649674494915,1.0256510003886514,1.174805379569606,Good
2.3432173130051543,5.152950580019562,1.0802987485425573,2.228634904711871,Bad
2.2039414936901967,6.265136775238476,1.1002720466381657,1.9639294101633475,Bad
3.8098199013202274,2.912770947487984,1.1094982883793238,4.1814655796433104,Bad
2.0319498333067787,2.9640734936844653,1.01199265915274,1.4894557819958172,Good
2.7498279922369,4.648160028606586,1.024332949863972,1.8091010348102567,Bad
3.268607103568571,3.957942008560941,1.0608323886513795,1.7941176823137703,Moderate
1.7655497264483735,3.997412786723179,1.260362633501749,1.034961555381201,Moderate
1.5636464841716418,4.801973013051755,1.0012166404974738,1.5044391344923034,Good
1.647656036673261,6.209953409126763,1.0617955600466382,1.419533869901615,Bad
2.456554170303842,4.462732559973917,1.1200932856587642,1.374583812412156,Moderate
2.3095667833751765,4.723031456727281,1.0060832304702685,1.2647054945485237,Good
2.2576888593426365,5.152950580019562,1.0356145915274,1.5044391344923034,Moderate
1.8076129046100615,3.0863666480864085,1.0145997699183833,1.449500574894587,Good
1.670206526915004,5.397442234679175,1.041366028760202,1.0,Bad
1.1585547705976595,3.985581018688935,1.0,1.0,Good
2.665701635913523,2.25416741162984,1.0766487990672369,1.2996670499297247,Good
2.1721604056801187,4.072284214843873,1.1180148278274389,1.8890126476809168,Good
1.4541654429282402,6.079803960750081,1.005829761368053,1.11986681997189,Bad
2.466602588315073,4.959666817412156,1.1094982883793238,2.4184236367779635,Bad
2.17169306139936,4.7111996886930365,1.0,1.2647054945485237,Moderate
1.9943266837997573,1.9662295047484828,1.0081616883015934,1.3196452528144396,Good
2.1553351086166974,4.663872616556061,1.0054749102215312,1.5843507473629632,Moderate
2.1851298866882534,4.73883869882103,1.145744258064516,1.5643725444782484,Moderate
1.7981486991982116,5.586750523227075,1.2087057815779243,1.0299667049929724,Moderate
2.770732071016466,5.409274002713419,1.0559657986785853,1.6792457127301093,Bad
1.7475772881515026,5.855000368099449,1.0466381748931208,1.4994454827722743,Bad
1.5939086065239567,3.973749250654691,1.079284872133696,1.4045505174051285,Good
1.6039251630840845,3.429487921079477,1.0,1.059933409985945,Good
1.833084522345573,4.545554936213623,1.130586872910999,1.744172774436083,Moderate
1.8677759668730345,3.4097052049262224,1.3383386894675475,1.034961555381201,Moderate
3.0844214079798835,2.9955933237276904,1.048334106490478,1.5244173373770182,Moderate
2.551149593189252,6.142843620836532,1.1793449483093663,1.4644839273910732,Bad
2.046282455547847,3.789173669320488,1.042129821997668,1.500620177607999,Moderate
4.379074839345298,4.202433663220555,1.0851653385153517,2.15371814222944,Bad
1.6180949307420844,5.472408316944144,1.101438010104936,1.3596004599156697,Bad
2.3006867905627075,4.545554936213623,1.263505644772639,1.214761785339036,Bad
1.988951902086708,1.453582659360769,1.3637776914108044,1.3995556670168998,Bad
2.011582432937397,2.684086534922121,1.0338126607073457,1.15982202707312,Good
1.6169265055433228,3.804129024115772,1.0,1.3695889620239272,Good
1.9728276859412897,5.957510806348138,1.1609016712009328,1.0,Bad
1.0671842554381985,3.421536972960466,1.072289147298873,1.11986681997189,Good
1.5939086065239567,3.181020792360359,1.0432568892343568,1.2796888470450098,Good
2.762914277066792,6.667416888402763,1.162067634667703,1.7491676248243118,Bad
2.260376250199161,6.5175793780171,1.216867469879518,1.0699219120942025,Bad
2.497448923266769,2.3093507777415523,1.0024333089778468,1.899001149789174,Good
2.5237384257420405,2.687967354837353,1.2739992320248736,1.5094339848805318,Good
1.4520155044442749,4.257711683476542,1.071123211815002,1.544395540261733,Good
3.622872514487017,2.9640734936844653,1.1605518849591916,1.6492790077371366,Moderate
1.7148402276145949,5.732707213697506,1.1359169436455498,1.2796888470450098,Bad
2.107663541098445,5.523710863140624,1.2141300147687524,1.3945620152968707,Good
3.9948979110304026,1.5994446956869262,1.1046316984065294,3.4372916065390275,Moderate
3.8136757173755136,4.218240905314305,1.2425184702681695,2.223640054323643,Moderate
2.881625916078529,2.6249276947509017,1.0851653385153517,2.11376293512821,Good
1.7417139426892472,4.312895049588255,1.0377160792848814,1.4045505174051285,Good
2.583104887230565,4.056571626894398,1.0368865542168677,1.589345597751192,Good
2.160943562470126,6.817254398788426,1.0389327197823552,1.2297451378355222,Bad
1.5511550539237862,5.239748430318774,1.0992121103769918,1.4295223720098722,Moderate
2.17169306139936,2.6524720507346213,1.4407306645938591,2.703107334211202,Good
1.9197814012068528,4.403573719802698,1.1362645472211426,1.0,Moderate
2.4497773557485165,4.230072673348548,1.0802987485425573,1.5344058394852758,Good
1.6901164510239082,2.703774596931102,1.053167508744656,1.3596004599156697,Good
2.968556467080188,4.332583111597236,1.116798187329965,1.839067739803229,Bad
2.7226037367032463,4.151225771168347,1.1597357077341623,1.6193123027441645,Moderate
1.634219146887503,5.732707213697506,1.0,1.1897887320660925,Moderate
2.214690928122566,3.71733117381656,1.1270890104935871,1.6642623602336228,Good
3.0919418068869717,1.761208628251107,1.0310245285658763,4.920643503691165,Moderate
2.6713100252700865,3.9461102405266977,1.143564446171784,1.4544954252828155,Moderate
1.1558674442379997,3.9619174826204473,1.012825486202876,1.11986681997189,Good
1.3036727159064254,3.705499405782316,1.0,1.1448386745766337,Good
3.745323036738554,1.7532576801320952,1.1910137054022545,2.628190571728771,Moderate
2.158139367791844,4.995162121514888,1.0437993097551497,1.3795786628003843,Bad
1.658989683705011,4.269543451510785,1.1216647773027597,1.6992227169466243,Good
2.5817088525966945,4.805853832966987,1.0763170058297706,1.5943392494712207,Bad
2.2657509674153458,5.4014177087386805,1.1585697722502917,1.709212417723082,Bad
4.2164305805519735,1.4811270153444884,1.092465237465993,3.022752587025642,Moderate
1.9190803202888496,2.4316439321434955,1.101438010104936,1.449500574894587,Good
3.5882872317986574,1.5837321077374504,1.0145997699183833,3.0027743841409267,Moderate
1.6852791861802827,3.689786817832841,1.1842207446560435,1.6143174523559356,Good
2.201254102833672,4.9123397452751805,1.0,1.349611957807412,Moderate
2.545120555281886,4.979449533565411,1.0255495903614458,1.8890126476809168,Bad
1.5636464841716418,2.8930828854790027,1.051968245627672,1.3096555520379822,Good
2.1663182796863105,4.5731939463416165,1.033696083948698,1.329633754922697,Moderate
1.3842937966335174,3.989461838604167,1.0364994387874078,1.11986681997189,Good
1.4542822467499978,3.283531230609047,1.059615748153906,1.1398450228566048,Good
1.7851792181900763,5.819505063996719,1.4793592382432958,1.11986681997189,Bad
1.7907876720435052,3.0863666480864085,1.0384764865915277,1.3096555520379822,Good
1.663396302983825,3.2756749366343088,1.0763170058297706,1.1448386745766337,Good
2.263063576558821,4.5731939463416165,1.606296161678974,1.5843507473629632,Bad
1.3028548311666652,3.512310297319184,1.0,1.294672199541496,Good
2.0688052121378195,2.91674642154749,1.0,1.389567164908642,Good
2.2078503906650333,3.81198531809051,1.113203560046638,2.213651552215385,Good
1.7470886599054318,5.11745527591683,1.1535561601243685,1.7192009198313394,Moderate
2.48074049452197,5.263411966387261,1.329965030703459,1.6143174523559356,Bad
2.160943562470126,6.63977787827477,1.026710936649825,1.6243059544641931,Bad
3.0397133423954297,4.8611318532229735,1.174893120870579,2.1886796976106413,Bad
2.5244713681111466,4.241904441382792,1.0851653385153517,2.07380652935878,Moderate
2.475015236846784,2.0806663651756887,1.1812805254566654,1.6992227169466243,Moderate
3.1424175690835057,4.671823564675073,1.0279828993392923,1.9739179122716053,Bad
2.1690056705428358,4.794022064932743,1.02215313797124,1.449500574894587,Good
2.124488838161866,5.7603462238255,1.0754321585697628,1.3096555520379822,Bad
2.975216477813756,2.471114710305733,1.0629615235134084,1.6492790077371366,Moderate
2.038092385695808,6.154675388870776,1.0877645581033812,1.1648168774613483,Bad
4.053786321758647,1.5205977935067256,1.2311630936649824,5.025526971166569,Bad
1.7593039790760132,5.890495672202181,1.1399144966964632,1.4245287202898431,Bad
1.888935066255157,6.454445063786376,1.1119315973571706,1.389567164908642,Bad
3.0835291583552604,3.5833009055246468,1.0888152879906725,2.293563165086045,Moderate
2.5647500470235896,5.058296435745612,1.0766487990672369,1.709212417723082,Bad
2.158139367791844,4.486396096042405,1.068132287602021,1.4544954252828155,Moderate
1.521349633869574,4.640209080487574,1.0186552755538285,1.059933409985945,Moderate
2.048074049452197,3.113911004070128,1.0116595507190052,1.2996670499297247,Good
1.722902335687304,5.894376492117413,1.0909444228527012,1.1897887320660925,Moderate
1.5692549380250704,6.38742992964042,1.0410010198212205,1.3082291368803167,Bad
2.510301600453147,5.965367100322875,1.1947143319082782,1.6842393644501383,Bad
1.6898360186567072,4.324726817622498,1.0206830003886511,1.3346286053109258,Good
1.2411621612632735,7.23931722810597,1.0742155180722892,1.3845723145204134,Bad
